controlled mode: natural
send by user 28819
send by user 8718
send by user 23745
send by user 14549
send by user 17793
send by user 12013
send by user 12243
send by user 31684
send by user 25639
send by user 19127
send by user 14949
send by user 3894
send by user 20605
send by user 13514
send by user 18665
send by user 29346
send by user 32934
send by user 37167
send by user 32327
send by user 7922
send by user 37918
send by user 20947
send by user 5478
send by user 23261
send by user 15978
send by user 26560
send by user 12253
send by user 34677
send by user 30305
send by user 11614
send by user 27159
send by user 31874
send by user 9486
send by user 7697
send by user 13233
send by user 38422
send by user 4109
send by user 23330
send by user 37853
send by user 38831
send by user 31047
send by user 31790
send by user 27941
send by user 515
send by user 7792
send by user 29071
send by user 2208
send by user 30164
send by user 13598
send by user 3050
send by user 5895
send by user 7335
send by user 15571
send by user 33649
send by user 25537
send by user 18452
send by user 21967
send by user 10701
send by user 25820
send by user 29380
send by user 2638send by user 33287

send by user 16520
send by user 20761
send by user 16541
send by user 9444
send by user 31294
send by user 32511
send by user 2781
send by user 2698
send by user 39780
send by user 38830
send by user 17533
send by user 1566
send by user 34545
send by user 11144
send by user 30725
send by user 18813
send by user 11824
send by user 32750
send by user 9604
send by user 34845
send by user 3630
send by user 1245
send by user 11141
send by user 12084
send by user 26476
send by user 36317
send by user 6626
send by user 16270
send by user 6726
send by user 20950
send by user 18341
send by user 30806
send by user 15702
send by user 24400
send by user 33676
send by user 11664
send by user 32150
send by user 31046
send by user 10238
send by user 7416
send by user 1674
send by user 21070
send by user 19484
send by user 721
send by user 4534
send by user 21619
send by user 28847
send by user 29974
send by user 39133
send by user 31674
send by user 24725
send by user 23719
send by user 30101
send by user 14998
send by user 34366
send by user 36999
send by user 18843
send by user 794
send by user 17529
send by user 9750
send by user 2294
send by user 8704
send by user 1930
send by user 27083
send by user 3729
send by user 27557
send by user 1038
send by user 16792
send by user 3130
send by user 15643
send by user 39288
send by user 5668
send by user 27503
send by user 38959
send by user 29755
send by user 25877
send by user 1876
send by user 21742
send by user 15587
send by user 36730
send by user 16238
send by user 22238
send by user 14070
send by user 39052
send by user 38745
send by user 2172
send by user 26131
send by user 28544
send by user 18885
send by user 15056
send by user 7323
send by user 20493
send by user 5229
send by user 25820
send by user 17969
send by user 30582
send by user 38001
send by user 18874
send by user 11496
send by user 4220
send by user 22153
send by user 15369
send by user 14226
send by user 16985
send by user 21849
send by user 19921
send by user 14388
send by user 18190
send by user 7506
send by user 5467
send by user 16050
send by user 31768
send by user 28042
send by user 9015
send by user 8047
send by user 15134
send by user 11079
send by user 38408
send by user 14255
send by user 18890
send by user 28783
send by user 17435
send by user 13051
send by user 30436
send by user 14911
send by user 38695
send by user 13992
send by user 31307
send by user 13166
send by user 10613
send by user 24861
send by user 15631
send by user 8851
send by user 8422
send by user 750
send by user 25755
send by user 37184
send by user 15712
send by user 9196
send by user 37709
send by user 37053
send by user 12584
send by user 14948
send by user 37973
send by user 25294
send by user 38270
send by user 17312
send by user 38994
send by user 11770
send by user 21180
send by user 4179
send by user 32805
send by user 29998
send by user 22808
send by user 12271
send by user 2664
send by user 29141
send by user 19854
send by user 33649
send by user 5749
send by user 10318
send by user 17765send by user 39629

send by user 31415
send by user 19919
send by user 33254
send by user 31267
send by user 21351
send by user 21488
send by user 21342
send by user 11525
send by user 7267
send by user 25856
send by user 22009
send by user 18372
send by user 39623
send by user 22700
send by user 23752
send by user 27228
send by user 16529
send by user 24235
send by user 22716
send by user 10981
send by user 11055
send by user 38628
send by user 36817
send by user 36938
send by user 39966
send by user 39625
send by user 9057
send by user 35226
send by user 4921
send by user 33696
send by user 13712
send by user 38400
send by user 37312
send by user 39009
send by user 36654
send by user 17676
send by user 9807
send by user 19202
send by user 28864
send by user 29393
send by user 14082
send by user 17602
send by user 34782
send by user 26368
send by user 18886
send by user 24380
send by user 31680
send by user 37402
send by user 18590
send by user 19569
send by user 38313
send by user 17694
send by user 11250
send by user 3752
send by user 36494
send by user 48
send by user 15990
send by user 27164
send by user 28193
send by user 39570
send by user 18285
send by user 4052
send by user 21262
send by user 10210
send by user 11546
send by user 10164
send by user 31089
send by user 29861
send by user 20896
send by user 38312
send by user 30128
send by user 7053
send by user 15760
send by user 38763
send by user 39531
send by user 17146
send by user 19188
send by user 33821
send by user 34468
send by user 2287
send by user 1739
send by user 29389
send by user 5326
send by user 18446
send by user 18958
send by user 16298
send by user 7562
send by user 635
send by user 13873
send by user 4469
send by user 11637
send by user 24927
send by user 35358
send by user 22718
send by user 27198
send by user 19964
send by user 36562
send by user 12026
send by user 11454
send by user 317
send by user 11042
send by user 39564
send by user 39080
send by user 28946
send by user 11151
send by user 39844
send by user 26976
send by user 28088
send by user 31333
send by user 27616
send by user 38384
send by user 24338
send by user 17390
send by user 17141
send by user 19122
send by user 22582
send by user 2748
send by user 28880
send by user 18323
send by user 7996
send by user 12925
send by user 38141
send by user 31064
send by user 23383
send by user 12934
send by user 28991
send by user 38699
send by user 1752
send by user 26022
send by user 18651
send by user 33852
send by user 27435
send by user 1850
send by user 5135
send by user 9468
send by user 36202
send by user 38542
send by user 8349send by user 16382

send by user 576
send by user 4718
send by user 36236
send by user 22301
send by user 28772
send by user 8914
send by user 17389
send by user 31489
send by user 1070
send by user 14215
send by user 16808
send by user 34277
send by user 25251
send by user 35884
send by user 6080
send by user 12212
send by user 15257
send by user 8533
send by user 15686
send by user 28636
send by user 27407
send by user 6061
send by user 7335
send by user 23269
send by user 9135
send by user 6050
send by user 12298
send by user 31997
send by user 18716
send by user 6746
send by user 36274
send by user 37804
send by user 10126
send by user 37944
